-1.65129	-0.506978	2.2653	
-1.8439	-0.333004	2.59886	
-1.67412	-0.474825	2.33171	
-1.69892	-0.413985	2.42784	
-1.74819	-0.352644	2.72943	
-1.40889	1.82863	9.64561	
-1.4036	1.86429	9.71515	
-1.23595	1.10157	8.61604	
-1.23595	1.10157	8.61604	
-1.22832	1.08509	8.57642	
-1.25271	1.6724	9.37587	
-1.31312	1.92759	9.9849	
-1.32646	2.08529	10.1825	
-1.26616	1.52485	9.79465	
-1.24741	1.55127	9.80798	
-1.22386	1.52222	9.786	
-1.27474	2.0705	10.2768	
-1.21923	1.74936	9.91629	
-1.22822	1.82592	10.0171	
-1.2322	1.86656	10.0757	
-1.19512	1.59108	9.82593	
-1.21063	1.84153	10.027	
-1.2463	2.17042	10.4348	
-1.12212	1.3048	9.34166	
-1.16456	1.54483	9.78649	
-1.17694	1.76505	9.94499	
-1.17383	1.79562	9.96229	
-1.14166	1.57905	9.79688	
-1.14166	1.57905	9.79688	
-1.15088	1.75039	9.91589	
-1.13664	1.56077	9.80299	
-1.13664	1.56077	9.80299	
-1.1612	1.82135	10.0304	
-1.13579	1.76106	9.93636	
-1.10895	1.52583	9.78803	
-1.11678	1.73638	9.90488	
-0.963844	1.0308	8.70851	
-1.10687	1.88059	10.1678	
-1.06399	1.68217	9.84018	
-0.950025	1.02866	8.71675	
-1.12259	2.10739	10.5649	
-1.13342	2.20273	10.684	
-1.11725	2.13211	10.5965	
-1.11502	2.24338	10.7673	
-1.07911	2.27916	10.8504	
-1.06097	2.12823	10.6877	
-1.05663	2.28998	10.8928	
-1.0315	2.24933	10.8963	
-0.817712	1.19831	8.75368	
-0.907338	1.76449	9.99156	
-0.907338	1.76449	9.99156	
-0.783135	1.24006	8.80509	
-0.772375	1.06647	8.75433	
-0.775431	1.25394	8.82947	
-0.943984	2.31984	11.0886	
-0.760701	0.992882	8.74492	
-0.760701	0.992882	8.74492	
-0.941464	2.37685	11.1233	
-0.923501	2.33302	11.1603	
-0.711723	0.935794	8.63364	
-0.708541	0.923624	8.61804	
-0.863889	2.26807	11.0946	
-0.863889	2.26807	11.0946	
-0.689699	0.912518	8.63862	
-0.736228	1.58598	9.66958	
-0.662612	0.949208	8.67685	
-0.649949	0.864825	8.6496	
-0.649949	0.864825	8.6496	
-0.643959	0.896654	8.66809	
-0.638708	0.929373	8.71493	
-0.629871	0.860768	8.66668	
-0.622865	0.924622	8.72277	
-0.772892	2.4107	11.3673	
-0.594717	0.908435	8.74031	
-0.595433	1.04739	8.79615	
-0.588736	0.811755	8.76757	
-0.581248	0.723353	8.65593	
-0.725427	2.29633	11.2137	
-0.582031	0.836167	8.76922	
-0.568802	0.680114	8.63199	
-0.578019	0.989573	8.81264	
-0.575539	1.00841	8.81386	
-0.553061	0.601334	8.62398	
-0.562071	0.953969	8.83012	
-0.545442	0.480717	8.53207	
-0.544691	0.517031	8.56199	
-0.544691	0.517031	8.56199	
-0.555461	0.868236	8.77757	
-0.700727	2.51374	11.5026	
-0.542883	0.548314	8.6044	
-0.532212	0.44883	8.51788	
-0.546814	0.979327	8.87141	
-0.530777	0.703805	8.6757	
-0.658921	2.21021	11.208	
-0.522064	0.516764	8.58462	
-0.522064	0.516764	8.58462	
-0.510435	0.490813	8.57617	
-0.510435	0.490813	8.57617	
-0.503359	0.842507	8.88663	
-0.497106	0.90782	8.88036	
-0.486511	0.688962	8.72611	
-0.60085	2.42887	11.5287	
-0.473406	1.04042	9.00668	
-0.462667	1.02031	9.00741	
-0.544292	2.34528	11.4078	
-0.445693	0.827623	8.96444	
-0.44096	0.789272	8.90457	
-0.445548	1.21105	9.11798	
-0.438783	0.89208	8.95663	
-0.524994	2.4509	11.5756	
