-6.38389	4.89217	21.9937	
-6.27505	4.24951	22.0445	
-6.24265	4.06101	22.1519	
-7.1425	-4.4553	23.2875	
-6.10829	4.68215	22.1362	
-5.79643	4.72465	21.8742	
-5.93344	3.85113	22.1757	
-5.65412	5.5275	21.9433	
-5.75048	3.59604	22.1231	
-6.0154	3.36317	23.1014	
-5.6358	3.61752	22.274	
-5.62045	3.50924	22.2477	
-5.38851	4.72441	21.9381	
-6.20769	2.00751	24.3233	
-6.12296	2.20909	24.1987	
-5.63738	3.27919	22.7359	
-6.08381	2.33146	24.2136	
-6.2744	-0.47549	24.5629	
-5.39888	3.38905	22.4519	
-6.03202	2.6671	24.5851	
-6.0278	1.54995	24.5717	
-6.19788	0.801623	25.0978	
-4.68497	5.01939	20.4621	
-5.87607	2.46777	24.4841	
-5.76359	2.15526	24.0006	
-6.15043	-0.770023	24.8177	
-5.42687	3.00747	22.9583	
-6.1708	-1.08473	24.9119	
-5.01394	3.98749	21.6809	
-5.48836	2.93051	23.3871	
-5.79159	2.66506	24.523	
-5.64987	2.62033	24.2462	
-5.08428	3.35124	22.2033	
-5.89015	0.435581	24.7311	
-5.86029	0.139021	24.5409	
-5.84533	0.969483	24.7767	
-5.89828	-0.780256	24.6081	
-4.73147	4.56261	21.2551	
-3.91704	2.72459	18.011	
-5.67119	1.1872	24.4409	
-5.55752	2.17291	24.2503	
-5.55752	2.17291	24.2503	
-5.4168	2.39159	23.7647	
-5.52202	2.38003	24.2245	
-5.70332	-0.177185	24.4246	
-5.69792	0.808856	24.668	
-5.15773	2.91215	23.0412	
-6.03386	-1.75189	25.4542	
-5.66998	0.917426	24.6488	
-5.67376	0.938924	24.7619	
-5.66028	-0.559411	24.5427	
-5.89505	-3.7296	25.0118	
-4.44297	5.09271	21.0473	
-5.89697	-4.82262	24.884	
-5.93983	-4.57034	25.1458	
-4.6403	4.20817	21.8422	
-5.53012	-0.198049	24.5564	
-4.48271	4.42286	21.2406	
-5.59826	-1.1399	24.6043	
-5.8534	-3.55242	25.1753	
-5.08133	2.85507	23.4893	
-4.13461	6.05307	20.3074	
-5.59344	-1.40117	24.835	
-5.67505	-1.70454	25.1223	
-5.23123	2.05529	24.1209	
-4.40715	4.24279	21.1912	
-4.83759	2.9521	22.7744	
-5.64257	-2.12034	25.0866	
-5.15275	2.24898	24.0341	
-5.07795	2.35096	23.8063	
-5.32577	1.81646	24.7738	
-5.003	2.77717	23.8032	
-3.9881	4.79917	19.9795	
-5.69645	-5.07289	25.1345	
-5.17673	1.08326	24.4437	
-5.17673	1.08326	24.4437	
-5.64232	-4.12714	25.2728	
-5.10276	1.8761	24.3473	
-4.69749	3.02849	22.9717	
-4.69749	3.02849	22.9717	
-3.86687	5.78606	19.9413	
-4.81354	2.78851	23.463	
-4.89784	2.64792	23.8282	
-4.24876	4.17079	21.3592	
-4.32455	3.62923	21.7801	
-5.1218	-0.178565	24.3908	
-5.10589	0.248082	24.4704	
-5.05422	0.050585	24.2668	
-4.32455	3.62923	21.7801	
-4.62456	2.93882	23.1573	
-4.18202	4.00627	21.4041	
-5.39581	-3.4628	25.2082	
-5.39581	-3.4628	25.2082	
-5.3491	-2.68723	25.2774	
-4.93214	1.64728	24.495	
-5.12549	-1.89274	24.7011	
-5.12549	-1.89274	24.7011	
-4.88547	0.429185	24.4139	
-5.25427	-2.83506	25.4337	
-4.96525	-1.00772	24.5014	
-4.96525	-1.00772	24.5014	
-5.20437	-3.10538	25.2569	
-4.21447	3.54178	22.1769	
-5.24154	-4.63401	25.0959	
-5.20904	-3.76509	25.1557	
-5.20904	-3.76509	25.1557	
-4.47455	3.26145	23.3907	
-4.81134	0.734586	24.4099	
-4.76719	1.32223	24.3876	
-3.69076	4.89588	20.1381	
-3.98361	3.71632	21.3831	
-4.94638	-1.41095	24.7887	
-5.1338	-2.69117	25.3862	
-5.12927	-2.18274	25.4892	
-4.65757	2.0666	24.3973	
-4.70681	1.66079	24.5635	
-3.51089	6.61182	19.9848	
-5.04612	-3.21634	25.2651	
-4.97926	-2.55723	25.0689	
-5.03713	-4.04409	25.1363	
-3.81426	3.90579	21.1099	
-5.51229	-4.6877	27.4558	
-4.98844	-2.91751	25.383	
-4.45924	2.51952	24.2152	
-4.66815	-0.689916	24.6813	
-4.67218	-0.693132	24.7061	
-4.48798	1.85009	24.4586	
-4.881	-3.37454	25.2202	
-4.38118	2.30823	24.1011	
-4.91971	-3.88518	25.3205	
-4.88283	-3.06966	25.3425	
-3.62133	4.02947	20.6988	
-4.5102	0.23971	24.3156	
-4.85446	-1.93632	25.5674	
-4.87406	-2.84198	25.44	
-3.61853	3.8676	20.9892	
-4.7953	-2.91337	25.4269	
-4.80739	-4.29202	25.1495	
-3.35167	4.58726	19.8893	
-4.03951	3.02808	23.0838	
-4.75162	-3.20975	25.3192	
-4.74741	-3.5074	25.2354	
-4.74741	-3.5074	25.2354	
-4.22229	2.60278	24.0571	
-4.39683	0.858699	24.5664	
-4.7309	-1.92882	25.624	
-4.38414	0.564654	24.4261	
-3.45194	4.08196	20.432	
-4.66153	-1.43996	25.5859	
-4.69715	-2.85101	25.442	
-4.65923	-3.93907	25.0817	
-4.3347	0.254076	24.5353	
-4.59518	-4.2462	24.964	
-4.62034	-2.06459	25.6662	
-4.59155	-2.93243	25.3216	
-4.2747	0.474267	24.5026	
-4.13134	2.27588	24.2057	
-4.55031	-2.64507	25.3047	
